Date,Value
2017-09-19,362.86
2017-09-20,324.02
2017-09-21,302.81
2017-09-22,461.72
2017-09-23,416.15
2017-09-24,422.35
2017-09-25,108.47
2017-09-26,372.66
2017-09-27,242.11
2017-09-28,239.5
2017-09-29,183.72
2017-09-30,490.29
2017-10-01,107.37
2017-10-02,392.25
2017-10-03,117.99
2017-10-04,184.74
2017-10-05,448.2
2017-10-06,297.64
2017-10-07,163.72
2017-10-08,348.1
2017-10-09,302.68
2017-10-10,276.36
2017-10-11,127.81
2017-10-12,140.42
2017-10-13,310.55
2017-10-14,336.62
2017-10-15,109.38
2017-10-16,400.19
2017-10-17,415.62
2017-10-18,413.3
2017-10-19,341.55
2017-10-20,218.34
2017-10-21,447.24
2017-10-22,268.75
2017-10-23,471.93
2017-10-24,186.76
2017-10-25,113.76
2017-10-26,338.9
2017-10-27,398.08
2017-10-28,212.92
2017-10-29,138.99
2017-10-30,414.61
2017-10-31,219.28
2017-11-01,492.2
2017-11-02,402.7
2017-11-03,180.44
2017-11-04,419.05
2017-11-05,167.3
2017-11-06,295.34
2017-11-07,145.84
2017-11-08,176.26
2017-11-09,184.7
2017-11-10,230.73
2017-11-11,213.04
2017-11-12,291.86
2017-11-13,152.79
2017-11-14,376.69
2017-11-15,358.96
2017-11-16,353.18
2017-11-17,110.34
2017-11-18,412.41
2017-11-19,219.69
2017-11-20,298.71
2017-11-21,167.97
2017-11-22,258.51
2017-11-23,445.65
2017-11-24,159.15
2017-11-25,445.72
2017-11-26,434.83
2017-11-27,413.7
2017-11-28,405.1
2017-11-29,101.98
2017-11-30,339.63
2017-12-01,227.57
2017-12-02,480.03
2017-12-03,429.05
2017-12-04,328.68
2017-12-05,301.87
2017-12-06,331.66
2017-12-07,326.45
2017-12-08,166.18
2017-12-09,104.07
2017-12-10,148.71
2017-12-11,397.27
2017-12-12,296.42
2017-12-13,414.55
2017-12-14,249.85
2017-12-15,269.91
2017-12-16,167.12
2017-12-17,489.0
2017-12-18,388.1
2017-12-19,269.42
2017-12-20,480.88
2017-12-21,414.33
2017-12-22,110.44
2017-12-23,430.83
2017-12-24,159.68
2017-12-25,464.48
2017-12-26,100.25
2017-12-27,464.9
2017-12-28,334.1
2017-12-29,140.13
2017-12-30,419.73
2017-12-31,471.45
2018-01-01,264.67
2018-01-02,481.7
2018-01-03,438.61
2018-01-04,455.66
2018-01-05,351.75
2018-01-06,408.9
2018-01-07,136.53
2018-01-08,209.13
2018-01-09,218.2
2018-01-10,250.7
2018-01-11,156.49
2018-01-12,128.74
2018-01-13,174.49
2018-01-14,111.78
2018-01-15,385.91
2018-01-16,117.56
2018-01-17,381.38
2018-01-18,395.0
2018-01-19,104.43
2018-01-20,120.66
2018-01-21,258.71
2018-01-22,374.74
2018-01-23,178.47
2018-01-24,170.45
2018-01-25,184.67
2018-01-26,462.77
2018-01-27,273.22
2018-01-28,489.75
2018-01-29,462.49
2018-01-30,113.82
2018-01-31,117.78
2018-02-01,461.82
2018-02-02,272.1
2018-02-03,131.2
2018-02-04,308.76
2018-02-05,426.25
2018-02-06,282.05
2018-02-07,351.58
2018-02-08,407.36
2018-02-09,391.4
2018-02-10,343.71
2018-02-11,120.72
2018-02-12,486.86
2018-02-13,297.33
2018-02-14,436.25
2018-02-15,401.31
2018-02-16,429.27
2018-02-17,416.07
2018-02-18,470.53
2018-02-19,225.36
2018-02-20,490.58
2018-02-21,347.48
2018-02-22,229.87
2018-02-23,443.14
2018-02-24,343.61
2018-02-25,324.84
2018-02-26,339.35
2018-02-27,224.37
2018-02-28,209.78
2018-03-01,493.28
2018-03-02,106.83
2018-03-03,177.51
2018-03-04,326.57
2018-03-05,344.53
2018-03-06,212.62
2018-03-07,434.62
2018-03-08,455.94
2018-03-09,267.08
2018-03-10,467.72
2018-03-11,334.36
2018-03-12,276.48
2018-03-13,474.18
2018-03-14,337.72
2018-03-15,211.67
2018-03-16,113.84
2018-03-17,256.0
2018-03-18,349.53
2018-03-19,470.99
2018-03-20,431.27
2018-03-21,422.18
2018-03-22,485.34
2018-03-23,214.39
2018-03-24,254.81
2018-03-25,340.62
2018-03-26,214.39
2018-03-27,450.04
2018-03-28,419.73
2018-03-29,330.66
2018-03-30,408.98
2018-03-31,273.28
2018-04-01,475.44
2018-04-02,398.71
2018-04-03,465.63
2018-04-04,233.5
2018-04-05,380.22
2018-04-06,307.04
2018-04-07,328.85
2018-04-08,118.24
2018-04-09,141.68
2018-04-10,457.77
2018-04-11,331.62
2018-04-12,277.2
2018-04-13,458.61
2018-04-14,414.89
2018-04-15,414.85
2018-04-16,178.27
2018-04-17,196.07
2018-04-18,378.82
2018-04-19,461.1
2018-04-20,495.76
2018-04-21,290.18
2018-04-22,105.19
2018-04-23,166.42
2018-04-24,263.03
2018-04-25,318.29
2018-04-26,365.31
2018-04-27,273.51
2018-04-28,171.27
2018-04-29,437.2
2018-04-30,287.61
2018-05-01,361.67
2018-05-02,125.31
2018-05-03,150.05
2018-05-04,315.15
2018-05-05,106.24
2018-05-06,440.9
2018-05-07,381.34
2018-05-08,405.12
2018-05-09,235.28
2018-05-10,499.86
2018-05-11,271.51
2018-05-12,124.9
2018-05-13,433.33
2018-05-14,189.49
2018-05-15,129.33
2018-05-16,208.45
2018-05-17,306.23
2018-05-18,107.44
2018-05-19,242.63
2018-05-20,231.02
2018-05-21,133.57
2018-05-22,348.71
2018-05-23,103.16
2018-05-24,149.58
2018-05-25,161.46
2018-05-26,433.16
2018-05-27,364.32
2018-05-28,350.95
2018-05-29,371.14
2018-05-30,391.75
2018-05-31,277.63
2018-06-01,153.0
2018-06-02,102.74
2018-06-03,478.96
2018-06-04,465.8
2018-06-05,228.11
2018-06-06,236.21
2018-06-07,271.85
2018-06-08,221.64
2018-06-09,130.72
2018-06-10,131.72
2018-06-11,122.76
2018-06-12,268.84
2018-06-13,245.25
2018-06-14,159.12
2018-06-15,213.44
2018-06-16,353.77
2018-06-17,307.38
2018-06-18,384.7
2018-06-19,483.15
2018-06-20,350.47
2018-06-21,496.6
2018-06-22,391.51
2018-06-23,270.59
2018-06-24,455.03
2018-06-25,190.2
2018-06-26,377.95
2018-06-27,471.09
2018-06-28,318.86
2018-06-29,458.13
2018-06-30,331.25
2018-07-01,470.23
2018-07-02,145.25
2018-07-03,403.59
2018-07-04,391.95
2018-07-05,448.91
2018-07-06,338.2
2018-07-07,233.59
2018-07-08,446.39
2018-07-09,478.1
2018-07-10,298.09
2018-07-11,245.49
2018-07-12,358.38
2018-07-13,354.58
2018-07-14,279.05
2018-07-15,435.9
2018-07-16,395.74
2018-07-17,382.19
2018-07-18,111.18
2018-07-19,114.34
2018-07-20,437.62
2018-07-21,399.62
2018-07-22,209.2
2018-07-23,171.39
2018-07-24,266.13
2018-07-25,394.94
2018-07-26,234.64
2018-07-27,478.67
2018-07-28,302.68
2018-07-29,328.21
2018-07-30,318.36
2018-07-31,438.52
2018-08-01,191.05
2018-08-02,279.22
2018-08-03,381.3
2018-08-04,185.34
2018-08-05,298.49
2018-08-06,160.67
2018-08-07,169.76
2018-08-08,143.88
2018-08-09,122.48
2018-08-10,464.08
2018-08-11,408.67
2018-08-12,104.19
2018-08-13,385.01
2018-08-14,434.58
2018-08-15,475.44
2018-08-16,294.29
2018-08-17,303.65
2018-08-18,388.64
2018-08-19,191.74
2018-08-20,281.5
2018-08-21,490.94
2018-08-22,371.5
2018-08-23,432.53
2018-08-24,249.72
2018-08-25,170.29
2018-08-26,419.92
2018-08-27,173.72
2018-08-28,471.48
2018-08-29,108.73
2018-08-30,169.61
2018-08-31,157.02
2018-09-01,332.62
2018-09-02,422.45
2018-09-03,379.54
2018-09-04,363.53
2018-09-05,301.9
2018-09-06,204.27
2018-09-07,126.68
2018-09-08,220.13
2018-09-09,223.63
2018-09-10,361.93
2018-09-11,229.55
2018-09-12,303.26
2018-09-13,417.85
2018-09-14,287.07
2018-09-15,170.05
2018-09-16,275.07
2018-09-17,476.98
2018-09-18,179.97
2018-09-19,243.83
2018-09-20,179.33
2018-09-21,184.31
2018-09-22,443.65
2018-09-23,178.26
2018-09-24,420.15
2018-09-25,230.1
2018-09-26,475.64
2018-09-27,457.41
2018-09-28,481.88
2018-09-29,303.9
2018-09-30,440.63
2018-10-01,183.59
2018-10-02,478.55
2018-10-03,193.95
2018-10-04,342.82
2018-10-05,262.12
2018-10-06,454.9
2018-10-07,426.96
2018-10-08,463.35
2018-10-09,227.36
2018-10-10,267.44
2018-10-11,336.59
2018-10-12,450.64
2018-10-13,314.68
2018-10-14,150.12
2018-10-15,175.3
2018-10-16,403.58
2018-10-17,429.79
2018-10-18,285.37
2018-10-19,322.6
2018-10-20,488.97
2018-10-21,371.46
2018-10-22,429.09
2018-10-23,111.01
2018-10-24,404.51
2018-10-25,116.25
2018-10-26,288.38
2018-10-27,271.03
2018-10-28,116.69
2018-10-29,118.4
2018-10-30,277.3
2018-10-31,247.99
2018-11-01,261.36
2018-11-02,444.92
2018-11-03,395.94
2018-11-04,193.34
2018-11-05,414.73
2018-11-06,219.82
2018-11-07,299.41
2018-11-08,241.12
2018-11-09,499.33
2018-11-10,370.59
2018-11-11,249.2
2018-11-12,300.9
2018-11-13,182.89
2018-11-14,109.45
2018-11-15,361.69
2018-11-16,467.94
2018-11-17,205.68
2018-11-18,392.9
2018-11-19,284.8
2018-11-20,288.04
2018-11-21,339.16
2018-11-22,338.46
2018-11-23,359.73
2018-11-24,249.12
2018-11-25,121.94
2018-11-26,388.6
2018-11-27,128.71
2018-11-28,274.72
2018-11-29,497.43
2018-11-30,264.19
2018-12-01,261.4
2018-12-02,229.42
2018-12-03,386.49
2018-12-04,186.79
2018-12-05,127.87
2018-12-06,158.87
2018-12-07,341.92
2018-12-08,279.81
2018-12-09,498.72
2018-12-10,138.79
2018-12-11,222.01
2018-12-12,482.99
2018-12-13,260.75
2018-12-14,314.73
2018-12-15,441.1
2018-12-16,469.11
2018-12-17,284.98
2018-12-18,133.28
2018-12-19,435.0
2018-12-20,191.07
2018-12-21,275.99
2018-12-22,335.89
2018-12-23,140.21
2018-12-24,135.15
2018-12-25,276.75
2018-12-26,323.19
2018-12-27,484.62
2018-12-28,295.87
2018-12-29,227.09
2018-12-30,155.23
2018-12-31,215.98
2019-01-01,220.23
2019-01-02,297.46
2019-01-03,232.65
2019-01-04,252.87
2019-01-05,498.58
2019-01-06,465.92
2019-01-07,356.67
2019-01-08,190.71
2019-01-09,340.68
2019-01-10,455.34
2019-01-11,292.61
2019-01-12,389.11
2019-01-13,154.66
2019-01-14,381.97
2019-01-15,391.73
2019-01-16,290.81
2019-01-17,259.31
2019-01-18,479.43
2019-01-19,469.01
2019-01-20,126.22
2019-01-21,434.88
2019-01-22,104.55
2019-01-23,462.35
2019-01-24,402.56
2019-01-25,375.0
2019-01-26,497.08
2019-01-27,201.32
2019-01-28,382.69
2019-01-29,275.93
2019-01-30,261.86
2019-01-31,491.25
2019-02-01,346.78
2019-02-02,164.92
2019-02-03,267.98
2019-02-04,416.97
2019-02-05,435.73
2019-02-06,459.56
2019-02-07,194.74
2019-02-08,320.24
2019-02-09,290.29
2019-02-10,217.13
2019-02-11,454.88
2019-02-12,120.15
2019-02-13,455.59
2019-02-14,229.24
2019-02-15,480.15
2019-02-16,366.03
2019-02-17,255.78
2019-02-18,230.59
2019-02-19,270.34
2019-02-20,441.12
2019-02-21,128.16
2019-02-22,466.87
2019-02-23,381.64
2019-02-24,243.46
2019-02-25,192.5
2019-02-26,297.53
2019-02-27,255.05
2019-02-28,463.31
2019-03-01,302.92
2019-03-02,322.62
2019-03-03,473.04
2019-03-04,112.24
2019-03-05,375.75
2019-03-06,417.45
2019-03-07,240.9
2019-03-08,478.18
2019-03-09,207.74
2019-03-10,417.39
2019-03-11,132.92
2019-03-12,378.19
2019-03-13,350.5
2019-03-14,291.98
2019-03-15,498.46
2019-03-16,454.78
2019-03-17,242.58
2019-03-18,114.42
2019-03-19,196.45
2019-03-20,248.77
2019-03-21,142.15
2019-03-22,413.77
2019-03-23,278.31
2019-03-24,160.09
2019-03-25,282.64
2019-03-26,195.7
2019-03-27,377.44
2019-03-28,356.16
2019-03-29,390.59
2019-03-30,284.73
2019-03-31,465.01
2019-04-01,138.88
2019-04-02,300.63
2019-04-03,344.12
2019-04-04,351.98
2019-04-05,199.66
2019-04-06,410.64
2019-04-07,396.7
2019-04-08,371.58
2019-04-09,118.41
2019-04-10,338.95
2019-04-11,454.35
2019-04-12,486.02
2019-04-13,185.43
2019-04-14,224.51
2019-04-15,476.53
2019-04-16,470.34
2019-04-17,426.93
2019-04-18,271.88
2019-04-19,484.9
2019-04-20,388.14
2019-04-21,144.57
2019-04-22,200.52
2019-04-23,342.14
2019-04-24,496.27
2019-04-25,352.7
2019-04-26,102.78
2019-04-27,434.85
2019-04-28,208.0
2019-04-29,133.53
2019-04-30,176.83
2019-05-01,491.9
2019-05-02,149.76
2019-05-03,426.07
2019-05-04,390.1
2019-05-05,428.49
2019-05-06,418.77
2019-05-07,418.09
2019-05-08,399.26
2019-05-09,498.83
2019-05-10,304.1
2019-05-11,448.86
2019-05-12,178.03
2019-05-13,379.84
2019-05-14,153.82
2019-05-15,325.89
2019-05-16,179.37
2019-05-17,401.19
2019-05-18,148.93
2019-05-19,491.06
2019-05-20,479.59
2019-05-21,251.81
2019-05-22,202.3
2019-05-23,169.79
2019-05-24,442.36
2019-05-25,279.76
2019-05-26,473.4
2019-05-27,121.85
2019-05-28,248.74
2019-05-29,221.56
2019-05-30,145.4
2019-05-31,262.34
2019-06-01,221.49
2019-06-02,379.01
2019-06-03,264.04
2019-06-04,493.99
2019-06-05,290.74
2019-06-06,438.87
2019-06-07,472.73
2019-06-08,271.39
2019-06-09,272.13
2019-06-10,260.91
2019-06-11,380.27
2019-06-12,243.38
2019-06-13,263.71
2019-06-14,250.02
2019-06-15,444.6
2019-06-16,469.5
2019-06-17,175.64
2019-06-18,239.29
2019-06-19,341.66
2019-06-20,249.3
2019-06-21,201.02
2019-06-22,424.09
2019-06-23,110.22
2019-06-24,282.03
2019-06-25,284.61
2019-06-26,258.61
2019-06-27,146.92
2019-06-28,182.29
2019-06-29,271.98
2019-06-30,207.92
2019-07-01,428.52
2019-07-02,319.86
2019-07-03,272.38
2019-07-04,100.26
2019-07-05,153.91
2019-07-06,370.98
2019-07-07,453.28
2019-07-08,331.15
2019-07-09,139.43
2019-07-10,229.08
2019-07-11,490.0
2019-07-12,285.4
2019-07-13,180.53
2019-07-14,107.11
2019-07-15,129.95
2019-07-16,489.23
2019-07-17,236.77
2019-07-18,461.7
2019-07-19,412.07
2019-07-20,378.81
2019-07-21,115.88
2019-07-22,376.67
2019-07-23,284.88
2019-07-24,163.43
2019-07-25,497.14
2019-07-26,460.02
2019-07-27,281.97
2019-07-28,347.29
2019-07-29,416.34
2019-07-30,265.96
2019-07-31,144.19
2019-08-01,228.28
2019-08-02,482.47
2019-08-03,387.83
2019-08-04,445.8
2019-08-05,200.38
2019-08-06,219.7
2019-08-07,295.73
2019-08-08,306.97
2019-08-09,231.15
2019-08-10,120.63
2019-08-11,386.21
2019-08-12,405.51
2019-08-13,188.36
2019-08-14,116.02
2019-08-15,304.32
2019-08-16,260.6
2019-08-17,307.52
2019-08-18,450.81
2019-08-19,319.17
2019-08-20,418.33
2019-08-21,422.64
2019-08-22,178.54
2019-08-23,491.4
2019-08-24,192.64
2019-08-25,383.23
2019-08-26,410.4
2019-08-27,389.59
2019-08-28,334.54
2019-08-29,262.92
2019-08-30,417.09
2019-08-31,219.19
2019-09-01,215.59
2019-09-02,390.02
2019-09-03,478.33
2019-09-04,104.09
2019-09-05,124.84
2019-09-06,254.13
2019-09-07,342.88
2019-09-08,178.26
2019-09-09,187.07
2019-09-10,212.07
2019-09-11,481.09
2019-09-12,486.15
2019-09-13,240.88
2019-09-14,254.02
2019-09-15,448.62
2019-09-16,366.84
2019-09-17,373.4
2019-09-18,352.84
2019-09-19,409.33
2019-09-20,276.39
2019-09-21,162.24
2019-09-22,232.38
2019-09-23,481.91
2019-09-24,223.65
2019-09-25,258.72
2019-09-26,237.66
2019-09-27,436.24
2019-09-28,457.03
2019-09-29,255.06
2019-09-30,230.59
2019-10-01,390.07
2019-10-02,362.66
2019-10-03,349.2
2019-10-04,335.54
2019-10-05,363.43
2019-10-06,194.34
2019-10-07,236.53
2019-10-08,186.41
2019-10-09,388.02
2019-10-10,295.13
2019-10-11,434.02
2019-10-12,269.33
2019-10-13,148.02
2019-10-14,327.16
2019-10-15,109.02
2019-10-16,425.27
2019-10-17,131.08
2019-10-18,381.28
2019-10-19,323.51
2019-10-20,433.71
2019-10-21,180.15
2019-10-22,416.19
2019-10-23,152.75
2019-10-24,213.55
2019-10-25,330.8
2019-10-26,411.44
2019-10-27,205.48
2019-10-28,362.12
2019-10-29,144.55
2019-10-30,469.27
2019-10-31,459.22
2019-11-01,191.98
2019-11-02,230.53
2019-11-03,317.46
2019-11-04,150.49
2019-11-05,424.92
2019-11-06,419.34
2019-11-07,380.75
2019-11-08,396.96
2019-11-09,195.64
2019-11-10,118.63
2019-11-11,305.34
2019-11-12,255.46
2019-11-13,184.79
2019-11-14,327.6
2019-11-15,242.71
2019-11-16,331.97
2019-11-17,221.48
2019-11-18,133.16
2019-11-19,253.81
2019-11-20,499.69
2019-11-21,368.97
2019-11-22,494.27
2019-11-23,277.37
2019-11-24,475.45
2019-11-25,213.18
2019-11-26,162.96
2019-11-27,129.97
2019-11-28,476.91
2019-11-29,431.81
2019-11-30,402.59
2019-12-01,476.94
2019-12-02,164.99
2019-12-03,108.58
2019-12-04,440.92
2019-12-05,421.09
2019-12-06,305.74
2019-12-07,133.15
2019-12-08,409.74
2019-12-09,166.54
2019-12-10,194.23
2019-12-11,415.43
2019-12-12,433.14
2019-12-13,448.58
2019-12-14,198.13
2019-12-15,455.2
2019-12-16,110.89
2019-12-17,155.28
2019-12-18,456.96
2019-12-19,388.98
2019-12-20,357.83
2019-12-21,387.56
2019-12-22,359.87
2019-12-23,309.16
2019-12-24,339.42
2019-12-25,118.66
2019-12-26,380.91
2019-12-27,224.57
2019-12-28,452.28
2019-12-29,228.54
2019-12-30,153.04
2019-12-31,478.9
2020-01-01,120.47
2020-01-02,162.54
2020-01-03,224.23
2020-01-04,234.47
2020-01-05,301.5
2020-01-06,307.36
2020-01-07,359.69
2020-01-08,155.54
2020-01-09,365.49
2020-01-10,231.75
2020-01-11,269.26
2020-01-12,334.37
2020-01-13,138.69
2020-01-14,354.37
2020-01-15,149.24
2020-01-16,235.67
2020-01-17,482.94
2020-01-18,188.97
2020-01-19,457.41
2020-01-20,234.06
2020-01-21,370.64
2020-01-22,463.55
2020-01-23,270.1
2020-01-24,280.28
2020-01-25,402.29
2020-01-26,479.83
2020-01-27,157.19
2020-01-28,193.96
2020-01-29,104.88
2020-01-30,431.71
2020-01-31,397.55
2020-02-01,332.37
2020-02-02,216.81
2020-02-03,407.44
2020-02-04,372.33
2020-02-05,255.14
2020-02-06,301.05
2020-02-07,254.82
2020-02-08,253.36
2020-02-09,342.56
2020-02-10,164.27
2020-02-11,199.46
2020-02-12,314.97
2020-02-13,200.89
2020-02-14,129.44
2020-02-15,155.3
2020-02-16,267.78
2020-02-17,367.05
2020-02-18,315.63
2020-02-19,354.83
2020-02-20,208.89
2020-02-21,288.63
2020-02-22,202.46
2020-02-23,354.0
2020-02-24,244.25
2020-02-25,404.25
2020-02-26,399.4
2020-02-27,371.94
2020-02-28,456.54
2020-02-29,368.24
2020-03-01,222.55
2020-03-02,354.13
2020-03-03,430.52
2020-03-04,189.06
2020-03-05,311.39
2020-03-06,214.38
2020-03-07,305.66
2020-03-08,339.84
2020-03-09,404.04
2020-03-10,348.34
2020-03-11,471.01
2020-03-12,233.82
2020-03-13,250.11
2020-03-14,452.32
2020-03-15,367.53
2020-03-16,192.36
2020-03-17,438.79
2020-03-18,119.89
2020-03-19,191.25
2020-03-20,372.61
2020-03-21,402.33
2020-03-22,397.09
2020-03-23,310.48
2020-03-24,200.3
2020-03-25,304.35
2020-03-26,493.19
2020-03-27,196.68
2020-03-28,426.57
2020-03-29,212.86
2020-03-30,449.67
2020-03-31,165.59
2020-04-01,382.28
2020-04-02,244.59
2020-04-03,335.97
2020-04-04,455.0
2020-04-05,253.58
2020-04-06,421.15
2020-04-07,127.63
2020-04-08,250.35
2020-04-09,432.69
2020-04-10,312.25
2020-04-11,295.17
2020-04-12,267.41
2020-04-13,250.52
2020-04-14,437.9
2020-04-15,159.57
2020-04-16,313.72
2020-04-17,489.93
2020-04-18,415.6
2020-04-19,148.02
2020-04-20,146.69
2020-04-21,299.42
2020-04-22,129.03
2020-04-23,200.5
2020-04-24,102.41
2020-04-25,147.58
2020-04-26,168.3
2020-04-27,329.33
2020-04-28,189.7
2020-04-29,429.84
2020-04-30,371.87
2020-05-01,347.57
2020-05-02,150.64
2020-05-03,368.53
2020-05-04,405.85
2020-05-05,206.72
2020-05-06,101.61
2020-05-07,202.6
2020-05-08,423.06
2020-05-09,373.95
2020-05-10,362.35
2020-05-11,152.77
2020-05-12,189.66
2020-05-13,340.27
2020-05-14,412.12
2020-05-15,409.86
2020-05-16,165.98
2020-05-17,325.87
2020-05-18,392.3
2020-05-19,140.45
2020-05-20,262.05
2020-05-21,133.43
2020-05-22,135.61
2020-05-23,332.65
2020-05-24,425.73
2020-05-25,100.3
2020-05-26,361.54
2020-05-27,281.48
2020-05-28,188.41
2020-05-29,306.57
2020-05-30,240.65
2020-05-31,303.51
2020-06-01,392.64
2020-06-02,178.54
2020-06-03,435.28
2020-06-04,289.86
2020-06-05,169.81
2020-06-06,415.37
2020-06-07,233.6
2020-06-08,292.59
2020-06-09,447.66
2020-06-10,216.22
2020-06-11,417.09
2020-06-12,200.79
2020-06-13,198.93
2020-06-14,281.91
2020-06-15,284.94
2020-06-16,102.28
2020-06-17,459.61
2020-06-18,230.73
2020-06-19,329.3
2020-06-20,290.36
2020-06-21,432.05
2020-06-22,260.45
2020-06-23,257.49
2020-06-24,128.03
2020-06-25,418.16
2020-06-26,363.63
2020-06-27,487.35
2020-06-28,264.48
2020-06-29,319.37
2020-06-30,411.12
2020-07-01,250.44
2020-07-02,357.82
2020-07-03,106.15
2020-07-04,205.56
2020-07-05,493.28
2020-07-06,135.35
2020-07-07,343.15
2020-07-08,283.42
2020-07-09,430.97
2020-07-10,321.81
2020-07-11,308.73
2020-07-12,252.27
2020-07-13,399.67
2020-07-14,289.08
2020-07-15,414.26
2020-07-16,153.05
2020-07-17,418.55
2020-07-18,251.37
2020-07-19,404.6
2020-07-20,118.51
2020-07-21,131.99
2020-07-22,360.75
2020-07-23,444.05
2020-07-24,328.13
2020-07-25,251.01
2020-07-26,352.25
2020-07-27,289.6
2020-07-28,268.94
2020-07-29,170.4
2020-07-30,266.38
2020-07-31,137.22
2020-08-01,481.74
2020-08-02,188.87
2020-08-03,120.51
2020-08-04,252.54
2020-08-05,242.66
2020-08-06,359.73
2020-08-07,418.25
2020-08-08,399.54
2020-08-09,231.93
2020-08-10,268.0
2020-08-11,245.96
2020-08-12,226.51
2020-08-13,106.87
2020-08-14,258.6
2020-08-15,299.07
2020-08-16,105.78
2020-08-17,366.11
2020-08-18,398.25
2020-08-19,442.26
2020-08-20,191.0
2020-08-21,137.28
2020-08-22,328.3
2020-08-23,125.06
2020-08-24,238.55
2020-08-25,465.56
2020-08-26,215.53
2020-08-27,345.62
2020-08-28,388.86
2020-08-29,281.04
2020-08-30,227.15
2020-08-31,470.26
2020-09-01,291.71
2020-09-02,184.29
2020-09-03,456.23
2020-09-04,187.77
2020-09-05,155.07
2020-09-06,379.56
2020-09-07,439.62
2020-09-08,370.43
2020-09-09,371.77
2020-09-10,136.97
2020-09-11,331.33
2020-09-12,305.36
2020-09-13,391.61
2020-09-14,489.14
2020-09-15,242.79
2020-09-16,180.69
2020-09-17,282.52
2020-09-18,369.89
2020-09-19,425.33
2020-09-20,493.62
2020-09-21,432.89
2020-09-22,453.65
2020-09-23,292.69
2020-09-24,102.23
2020-09-25,242.14
2020-09-26,285.15
2020-09-27,248.83
2020-09-28,193.49
2020-09-29,414.29
2020-09-30,322.63
2020-10-01,134.07
2020-10-02,205.34
2020-10-03,428.22
2020-10-04,262.21
2020-10-05,380.7
2020-10-06,292.42
2020-10-07,471.5
2020-10-08,496.46
2020-10-09,317.17
2020-10-10,185.85
2020-10-11,137.89
2020-10-12,327.08
2020-10-13,181.31
2020-10-14,443.9
2020-10-15,146.5
2020-10-16,228.19
2020-10-17,487.59
2020-10-18,258.59
2020-10-19,126.03
2020-10-20,310.49
2020-10-21,255.66
